OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,BinaryObjectFileName,BinaryObjectFileTypeCode,ActivityFileUrl,ActivityMetricUrl,ActivityGroupUrl,ProviderName
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2616236,Sample-Routine,Water,,2020-08-17,14:19:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2676972,Sample-Routine,Water,,2021-04-19,10:13:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2758234,Sample-Routine,Water,,2022-03-29,10:50:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2672800,Sample-Routine,Water,,2021-04-05,10:35:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2867184,Sample-Routine,Water,,2023-07-31,11:37:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2612440,Sample-Routine,Water,,2020-07-27,08:05:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144447557,Sample-Composite Without Parents,Water,,2020-07-22,09:30:00,PST,,,,,,,,,,,,ACCWP_CSM_WY2020,,CEDEN-204ALP147,,,,,37.6998000000,-121.7410000000,,,,,,,,,,,,,,,,,,,,,,,,,,Sed_Grab,CEDEN,Sediment_Grab,CEDEN,Method for generic sediment collection that was either grab or integrated,Miscellaneous (Other),"2606; scoop, stainless steel; scoop, stainless steel",,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2841463,Sample-Routine,Water,,2023-05-03,11:38:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2614120,Sample-Routine,Water,,2020-08-03,13:29:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2876322,Sample-Routine,Water,,2023-09-25,11:36:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2632027,Sample-Routine,Water,,2020-10-13,11:23:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2886380,Sample-Routine,Water,,2023-10-30,12:40:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2810271,Sample-Routine,Water,,2022-11-21,09:22:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2666131,Sample-Routine,Water,,2021-03-15,12:30:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790286,Sample-Routine,Water,,2022-08-15,12:38:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2867208,Sample-Routine,Water,,2023-08-07,08:28:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144304598,Sample-Routine,Water,,2020-09-08,08:00:00,PST,,,,,,,,,,,,WES_Sep20-Feb21,,CEDEN-541XVH132,,,,,37.6399000000,-121.7800000000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CEDEN,Water_Grab,CEDEN,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),2500; Individual Collection by hand; Individual Collection by hand,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2788147,Sample-Routine,Water,,2022-02-14,11:18:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2802850,Sample-Routine,Water,,2022-10-24,10:47:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2599865,Sample-Routine,Water,,2020-06-08,13:49:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2614127,Sample-Routine,Water,,2020-08-03,13:07:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2583425,Sample-Routine,Water,,2020-04-06,11:12:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2802842,Sample-Routine,Water,,2022-10-24,10:21:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2853422,Sample-Routine,Water,,2023-06-20,13:43:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2730000,Sample-Routine,Water,,2021-09-07,13:30:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2867200,Sample-Routine,Water,,2023-07-31,10:54:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2743643,Sample-Routine,Water,,2021-12-28,09:03:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2782749,Sample-Routine,Water,,2022-06-27,11:25:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2592884,Sample-Routine,Water,,2020-05-18,10:30:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2790631,Sample-Routine,Water,,2022-09-26,12:45:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2697441,Sample-Routine,Water,,2021-07-12,13:20:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2821887,Sample-Routine,Water,,2023-01-23,11:46:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2810261,Sample-Routine,Water,,2022-11-14,12:53:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,Q-qualified due to lab error during incubation.,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),Q-qualified due to lab error during incubation.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2691885,Sample-Routine,Water,,2021-04-12,13:21:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2623861,Sample-Routine,Water,,2020-09-08,08:28:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2616233,Sample-Routine,Water,,2020-08-17,14:27:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2612446,Sample-Routine,Water,,2020-07-27,07:47:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144306946,Sample-Routine,Water,,2020-10-13,08:00:00,PST,,,,,,,,,,,,WES_Sep20-Feb21,,CEDEN-541XVH132,,,,,37.6399000000,-121.7800000000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CEDEN,Water_Grab,CEDEN,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),2500; Individual Collection by hand; Individual Collection by hand,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2776074,Sample-Routine,Water,,2022-05-17,12:33:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2730210,Sample-Routine,Water,,2021-11-01,10:04:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2782723,Sample-Routine,Water,,2022-06-21,08:34:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2730082,Sample-Routine,Water,,2021-09-27,09:03:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2853383,Sample-Routine,Water,,2023-06-12,08:30:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2618057,Sample-Routine,Water,,2020-08-24,08:10:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2764254,Sample-Routine,Water,,2022-04-18,13:06:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2743691,Sample-Routine,Water,,2022-01-05,12:10:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2857322,Sample-Routine,Water,,2023-07-10,09:13:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,CDPH acknowledges that Colilert overestimates Total Coliformsss as compared to other analytical methods.,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformsss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
